B-1-1200,Descarga,Ct_1_I
B-1-1200,Descarga,Ct_2_I
B-1-1200,Descarga,Ct_3_C
B-1-1200,Descarga,Ct_4_L
B-1-1200,Descarga,Ct_5_L
B-1-1200,Descarga,Ct_6_R
B-1-1200,Descarga,Ct_7_R
B-1-1200,Descarga,Ct_8_L
B-1-1200,Descarga,Ct_9_I
B-1-1200,Descarga,Ct_10_L
B-1-1200,Descarga,Ct_11_R
B-1-1200,Descarga,Ct_12_L
B-1-1200,Descarga,Ct_13_R
B-1-1200,Descarga,Ct_14_L
B-1-1200,Descarga,Ct_15_L
B-1-1200,Descarga,Ct_16_L
B-1-1200,Descarga,Ct_17_L
B-1-1200,Descarga,Ct_18_L
B-1-1200,Descarga,Ct_19_L
B-1-1200,Descarga,Ct_20_L
B-1-1200,Descarga,Ct_21_L
B-1-1200,Descarga,Ct_22_C
B-1-1200,Descarga,Ct_23_C
B-1-1200,Descarga,Ct_24_I
B-1-1200,Descarga,Ct_25_L
B-1-1200,Descarga,Ct_26_L
B-1-1200,Descarga,Ct_27_I
B-1-1200,Descarga,Ct_28_I
B-1-1200,Descarga,Ct_29_I
B-1-1200,Descarga,Ct_30_I
B-1-1200,Descarga,Ct_31_L
B-1-1200,Descarga,Ct_32_R
B-1-1200,Descarga,Ct_33_C
B-1-1200,Descarga,Ct_34_C
B-1-1200,Descarga,Ct_35_I
B-1-1200,Descarga,Ct_36_R
B-1-1200,Descarga,Ct_37_I
B-1-1200,Descarga,Ct_38_C
B-1-1200,Descarga,Ct_39_C
B-1-1200,Descarga,Ct_40_C
B-1-1200,Descarga,Ct_41_R
B-1-1200,Descarga,Ct_42_C
B-1-1200,Descarga,Ct_43_R
B-1-1200,Descarga,Ct_44_R
B-1-1200,Descarga,Ct_45_L
B-1-1200,Descarga,Ct_46_R
B-1-1200,Descarga,Ct_47_L
B-1-1200,Descarga,Ct_48_I
B-1-1200,Descarga,Ct_49_R
B-1-1200,Descarga,Ct_50_L
B-1-1200,Descarga,Ct_51_I
B-1-1200,Descarga,Ct_52_C
B-1-1200,Descarga,Ct_53_I
B-1-1200,Descarga,Ct_54_R
B-1-1200,Descarga,Ct_55_I
B-1-1200,Descarga,Ct_56_C
B-1-1200,Descarga,Ct_57_R
B-1-1200,Descarga,Ct_58_L
B-1-1200,Descarga,Ct_59_R
B-1-1200,Descarga,Ct_60_L
B-1-1200,Descarga,Ct_61_C
B-1-1200,Descarga,Ct_62_L
B-1-1200,Descarga,Ct_63_I
B-1-1200,Descarga,Ct_64_C
B-1-1200,Descarga,Ct_65_R
B-1-1200,Descarga,Ct_66_C
B-1-1200,Descarga,Ct_67_L
B-1-1200,Descarga,Ct_68_L
B-1-1200,Descarga,Ct_69_C
B-1-1200,Descarga,Ct_70_C
B-1-1200,Descarga,Ct_71_L
B-1-1200,Descarga,Ct_72_C
B-1-1200,Descarga,Ct_73_R
B-1-1200,Descarga,Ct_74_R
B-1-1200,Descarga,Ct_75_I
B-1-1200,Descarga,Ct_76_L
B-1-1200,Descarga,Ct_77_C
B-1-1200,Descarga,Ct_78_R
B-1-1200,Descarga,Ct_79_C
B-1-1200,Descarga,Ct_80_C
B-1-1200,Descarga,Ct_81_I
B-1-1200,Descarga,Ct_82_R
B-1-1200,Descarga,Ct_83_L
B-1-1200,Descarga,Ct_84_R
B-1-1200,Descarga,Ct_85_I
B-1-1200,Descarga,Ct_86_R
B-1-1200,Descarga,Ct_87_R
B-1-1200,Descarga,Ct_88_I
B-1-1200,Descarga,Ct_89_L
B-1-1200,Descarga,Ct_90_L
B-1-1200,Descarga,Ct_91_L
B-1-1200,Descarga,Ct_92_I
B-1-1200,Descarga,Ct_93_L
B-1-1200,Descarga,Ct_94_R
B-1-1200,Descarga,Ct_95_C
B-1-1200,Descarga,Ct_96_L
B-1-1200,Descarga,Ct_97_I
B-1-1200,Descarga,Ct_98_L
B-1-1200,Descarga,Ct_99_C
B-1-1200,Descarga,Ct_100_L
B-1-1200,Descarga,Ct_101_R
B-1-1200,Descarga,Ct_102_L
B-1-1200,Descarga,Ct_103_I
B-1-1200,Descarga,Ct_104_R
B-1-1200,Descarga,Ct_105_I
B-1-1200,Descarga,Ct_106_I
B-1-1200,Descarga,Ct_107_C
B-1-1200,Descarga,Ct_108_L
B-1-1200,Descarga,Ct_109_I
B-1-1200,Descarga,Ct_110_R
B-1-1200,Descarga,Ct_111_R
B-1-1200,Descarga,Ct_112_R
B-1-1200,Descarga,Ct_113_R
B-1-1200,Descarga,Ct_114_L
B-1-1200,Descarga,Ct_115_R
B-1-1200,Descarga,Ct_116_I
B-1-1200,Descarga,Ct_117_I
B-1-1200,Descarga,Ct_118_I
B-1-1200,Descarga,Ct_119_C
B-1-1200,Descarga,Ct_120_I
B-1-1200,Descarga,Ct_121_R
B-1-1200,Descarga,Ct_122_C
B-1-1200,Descarga,Ct_123_R
B-1-1200,Descarga,Ct_124_L
B-1-1200,Descarga,Ct_125_C
B-1-1200,Descarga,Ct_126_C
B-1-1200,Descarga,Ct_127_C
B-1-1200,Descarga,Ct_128_I
B-1-1200,Descarga,Ct_129_L
B-1-1200,Descarga,Ct_130_I
B-1-1200,Descarga,Ct_131_R
B-1-1200,Descarga,Ct_132_I
B-1-1200,Descarga,Ct_133_L
B-1-1200,Descarga,Ct_134_L
B-1-1200,Descarga,Ct_135_I
B-1-1200,Descarga,Ct_136_I
B-1-1200,Descarga,Ct_137_L
B-1-1200,Descarga,Ct_138_L
B-1-1200,Descarga,Ct_139_C
B-1-1200,Descarga,Ct_140_I
B-1-1200,Descarga,Ct_141_I
B-1-1200,Descarga,Ct_142_R
B-1-1200,Descarga,Ct_143_R
B-1-1200,Descarga,Ct_144_C
B-1-1200,Descarga,Ct_145_L
B-1-1200,Descarga,Ct_146_R
B-1-1200,Descarga,Ct_147_I
B-1-1200,Descarga,Ct_148_L
B-1-1200,Descarga,Ct_149_I
B-1-1200,Descarga,Ct_150_I
B-1-1200,Descarga,Ct_151_C
B-1-1200,Descarga,Ct_152_I
B-1-1200,Descarga,Ct_153_I
B-1-1200,Descarga,Ct_154_I
B-1-1200,Descarga,Ct_155_L
B-1-1200,Descarga,Ct_156_L
B-1-1200,Descarga,Ct_157_I
B-1-1200,Descarga,Ct_158_I
B-1-1200,Descarga,Ct_159_C
B-1-1200,Descarga,Ct_160_R
B-1-1200,Descarga,Ct_161_C
B-1-1200,Descarga,Ct_162_R
B-1-1200,Descarga,Ct_163_R
B-1-1200,Descarga,Ct_164_L
B-1-1200,Descarga,Ct_165_L
B-1-1200,Descarga,Ct_166_L
B-1-1200,Descarga,Ct_167_I
B-1-1200,Descarga,Ct_168_I
B-1-1200,Descarga,Ct_169_C
B-1-1200,Descarga,Ct_170_R
B-1-1200,Descarga,Ct_171_R
B-1-1200,Descarga,Ct_172_L
B-1-1200,Descarga,Ct_173_L
B-1-1200,Descarga,Ct_174_L
B-1-1200,Descarga,Ct_175_I
B-1-1200,Descarga,Ct_176_L
B-1-1200,Descarga,Ct_177_L
B-1-1200,Descarga,Ct_178_L
B-1-1200,Descarga,Ct_179_I
B-1-1200,Descarga,Ct_180_R
B-1-1200,Descarga,Ct_181_R
B-1-1200,Descarga,Ct_182_L
B-1-1200,Descarga,Ct_183_I
B-1-1200,Descarga,Ct_184_I
B-1-1200,Descarga,Ct_185_C
B-1-1200,Descarga,Ct_186_L
B-1-1200,Descarga,Ct_187_L
B-1-1200,Descarga,Ct_188_C
B-1-1200,Descarga,Ct_189_R
B-1-1200,Descarga,Ct_190_L
B-1-1200,Descarga,Ct_191_C
